"sheet_index","raw","code","code_hex","color","flag","first_capture","first_map_x","first_map_y","pixel_hash"
"314","0x1B97","7063","0x1B97","3","0","capture_0008","2","19","FFA2B0CBFFA2B0CB"
"315","0x1BA2","7074","0x1BA2","3","0","capture_0008","3","19","FF5663BAFF5663BA"
"316","0x2B7D","2941","0x0B7D","5","0","capture_0008","4","19","FF8792A9FF8792A9"
"317","0x2B86","2950","0x0B86","5","0","capture_0008","5","19","FF8792A9FF8792A9"
"318","0x2B8E","2958","0x0B8E","5","0","capture_0008","6","19","FF475198FF475198"
"319","0xB927","6439","0x1927","7","1","capture_0008","7","19","FF3F4887FF3F4887"
"320","0x3BAF","7087","0x1BAF","7","0","capture_0008","8","19","FF3F4887FF3F4887"
"321","0x3BB3","7091","0x1BB3","7","0","capture_0008","9","19","FF798498FF798498"
"322","0xBBAF","7087","0x1BAF","7","1","capture_0008","11","19","FF3F4887FF3F4887"
"323","0xBC48","7240","0x1C48","7","1","capture_0008","13","19","FF3F4887FF3F4887"
"324","0x9BA2","7074","0x1BA2","3","1","capture_0008","16","19","FFA2B0CBFFA2B0CB"
"325","0x9B97","7063","0x1B97","3","1","capture_0008","17","19","FF5663BAFF5663BA"
"326","0x9B7F","7039","0x1B7F","3","1","capture_0008","19","19","FF5663BAFF5663BA"
"327","0x1B80","7040","0x1B80","3","0","capture_0008","0","20","FF5663BAFF5663BA"
"328","0x1B8C","7052","0x1B8C","3","0","capture_0008","1","20","FF5663BAFF5663BA"
"329","0x1B98","7064","0x1B98","3","0","capture_0008","2","20","FFA2B0CBFFA2B0CB"
"330","0x1BA3","7075","0x1BA3","3","0","capture_0008","3","20","FF5663BAFF5663BA"
"331","0x2B7E","2942","0x0B7E","5","0","capture_0008","4","20","FF475198FF475198"
"332","0x2B87","2951","0x0B87","5","0","capture_0008","5","20","FF8792A9FF8792A9"
"333","0x2B8F","2959","0x0B8F","5","0","capture_0008","6","20","FF8792A9FF8792A9"
"334","0x3BAB","7083","0x1BAB","7","0","capture_0008","7","20","FF798498FF798498"
"335","0x3BB0","7088","0x1BB0","7","0","capture_0008","8","20","FF798498FF798498"
"336","0xBBB0","7088","0x1BB0","7","1","capture_0008","11","20","FF798498FF798498"
"337","0xBBAB","7083","0x1BAB","7","1","capture_0008","12","20","FF798498FF798498"
"338","0xBC49","7241","0x1C49","7","1","capture_0008","13","20","FF798498FF798498"
"339","0xF82B","6187","0x182B","15","1","capture_0008","15","20","FF000000FF000000"
"340","0x9BA3","7075","0x1BA3","3","1","capture_0008","16","20","FF5663BAFF5663BA"
"341","0x9B98","7064","0x1B98","3","1","capture_0008","17","20","FF5663BAFF5663BA"
"342","0x9B8C","7052","0x1B8C","3","1","capture_0008","18","20","FFA2B0CBFFA2B0CB"
"343","0x9B80","7040","0x1B80","3","1","capture_0008","19","20","FF5663BAFF5663BA"
"344","0x1BA4","7076","0x1BA4","3","0","capture_0008","3","21","FFA2B0CBFFA2B0CB"
"345","0x2B7F","2943","0x0B7F","5","0","capture_0008","4","21","FF8792A9FF8792A9"
"346","0x2B88","2952","0x0B88","5","0","capture_0008","5","21","FF8792A9FF8792A9"
"347","0x2B90","2960","0x0B90","5","0","capture_0008","6","21","FF475198FF8792A9"
"348","0x3BAC","7084","0x1BAC","7","0","capture_0008","7","21","FF798498FF798498"
"349","0x3BB1","7089","0x1BB1","7","0","capture_0008","8","21","FF3F4887FF3F4887"
"350","0x3AEE","6894","0x1AEE","7","0","capture_0008","9","21","FF798498FF798498"
"351","0xBBAC","7084","0x1BAC","7","1","capture_0008","12","21","FF3F4887FF3F4887"
"352","0xBC4A","7242","0x1C4A","7","1","capture_0008","13","21","FF798498FF798498"
"353","0xFB72","7026","0x1B72","15","1","capture_0008","14","21","FF876336FF876336"
"354","0xFB6E","7022","0x1B6E","15","1","capture_0008","15","21","FF876336FF876336"
"355","0x9BA4","7076","0x1BA4","3","1","capture_0008","16","21","FFA2B0CBFFA2B0CB"
"356","0x1B8E","7054","0x1B8E","3","0","capture_0008","1","22","FFA2B0CBFFA2B0CB"
"357","0x1B9A","7066","0x1B9A","3","0","capture_0008","2","22","FFA2B0CBFFA2B0CB"
"358","0x1BA5","7077","0x1BA5","3","0","capture_0008","3","22","FF5663BAFF5663BA"
"359","0x2B80","2944","0x0B80","5","0","capture_0008","4","22","FF475198FF475198"
"360","0x2B89","2953","0x0B89","5","0","capture_0008","5","22","FF8792A9FF8792A9"
"361","0x2B91","2961","0x0B91","5","0","capture_0008","6","22","FF8792A9FF8792A9"
"362","0x3BAD","7085","0x1BAD","7","0","capture_0008","7","22","FF765E5EFF765E5E"
"363","0xBC45","7237","0x1C45","7","1","capture_0008","13","22","FF765E5EFF765E5E"
"364","0x79F8","6648","0x19F8","15","0","capture_0008","14","22","FFDCA166FFDCA166"
"365","0x9BA5","7077","0x1BA5","3","1","capture_0008","16","22","FF5663BAFF5663BA"
"366","0x9B9A","7066","0x1B9A","3","1","capture_0008","17","22","FFA2B0CBFFA2B0CB"
"367","0x9B8E","7054","0x1B8E","3","1","capture_0008","18","22","FFA2B0CBFFA2B0CB"
"368","0x1B81","7041","0x1B81","3","0","capture_0008","0","23","FFA2B0CBFFA2B0CB"
"369","0x1B8F","7055","0x1B8F","3","0","capture_0008","1","23","FF5663BAFF5663BA"
"370","0x1BA6","7078","0x1BA6","3","0","capture_0008","3","23","FF5663BAFF5663BA"
"371","0x2B81","2945","0x0B81","5","0","capture_0008","4","23","FF8792A9FF8792A9"
"372","0x2B8A","2954","0x0B8A","5","0","capture_0008","5","23","FF8792A9FF8792A9"
"373","0x2B92","2962","0x0B92","5","0","capture_0008","6","23","FFDCA166FFDCA166"
"374","0xFB73","7027","0x1B73","15","1","capture_0008","14","23","FF876336FFDCA166"
"375","0x9BA6","7078","0x1BA6","3","1","capture_0008","16","23","FFA2B0CBFFA2B0CB"
"376","0x9B8F","7055","0x1B8F","3","1","capture_0008","18","23","FFA2B0CBFFA2B0CB"
"377","0x9B81","7041","0x1B81","3","1","capture_0008","19","23","FF5663BAFFA2B0CB"
"378","0x1B82","7042","0x1B82","3","0","capture_0008","0","24","FF5663BAFF5663BA"
"379","0x1B90","7056","0x1B90","3","0","capture_0008","1","24","FF5663BAFF5663BA"
"380","0x1B9C","7068","0x1B9C","3","0","capture_0008","2","24","FFA2B0CBFFA2B0CB"
"381","0x1BA7","7079","0x1BA7","3","0","capture_0008","3","24","FF5663BAFF5663BA"
"382","0x2B82","2946","0x0B82","5","0","capture_0008","4","24","FF876C6CFF876C6C"
"383","0x2B8B","2955","0x0B8B","5","0","capture_0008","5","24","FFDCA166FFDCA166"
"384","0xFB6F","7023","0x1B6F","15","1","capture_0008","15","24","FFA97C4FFFDCA166"
"385","0x9BA7","7079","0x1BA7","3","1","capture_0008","16","24","FFA2B0CBFFA2B0CB"
"386","0x9B9C","7068","0x1B9C","3","1","capture_0008","17","24","FF5663BAFF5663BA"
"387","0x9B90","7056","0x1B90","3","1","capture_0008","18","24","FFA2B0CBFFA2B0CB"
"388","0x9B82","7042","0x1B82","3","1","capture_0008","19","24","FF5663BAFF5663BA"
"389","0x1B83","7043","0x1B83","3","0","capture_0008","0","25","FFA2B0CBFFA2B0CB"
"390","0x1B91","7057","0x1B91","3","0","capture_0008","1","25","FF5663BAFF5663BA"
"391","0x1B9D","7069","0x1B9D","3","0","capture_0008","2","25","FF5663BAFF5663BA"
"392","0x1BA8","7080","0x1BA8","3","0","capture_0008","3","25","FFA98787FFA98787"
"393","0x9BA8","7080","0x1BA8","3","1","capture_0008","16","25","FF566E76FFA2B0CB"
"394","0x9B9D","7069","0x1B9D","3","1","capture_0008","17","25","FFA2B0CBFFA2B0CB"
"395","0x9B91","7057","0x1B91","3","1","capture_0008","18","25","FF5663BAFF5663BA"
"396","0x9B83","7043","0x1B83","3","1","capture_0008","19","25","FF5663BAFF5663BA"
"397","0x1B84","7044","0x1B84","3","0","capture_0008","0","26","FFA2B0CBFFA2B0CB"
"398","0x1B92","7058","0x1B92","3","0","capture_0008","1","26","FF5663BAFF5663BA"
"399","0x1B9E","7070","0x1B9E","3","0","capture_0008","2","26","FFA98787FFA98787"
"400","0x9B9E","7070","0x1B9E","3","1","capture_0008","17","26","FF566E76FFA2B0CB"
"401","0x9B92","7058","0x1B92","3","1","capture_0008","18","26","FFA98787FFA2B0CB"
"402","0x9B84","7044","0x1B84","3","1","capture_0008","19","26","FF5663BAFF5663BA"
"403","0x1B85","7045","0x1B85","3","0","capture_0008","0","27","FFA2B0CBFFA2B0CB"
"404","0x9B85","7045","0x1B85","3","1","capture_0008","19","27","FFA98787FFA98787"
"405","0x1B86","7046","0x1B86","3","0","capture_0008","0","28","FFA98787FFA98787"
"406","0x9B86","7046","0x1B86","3","1","capture_0008","19","28","FF566E76FFA2B0CB"
"407","0xE0A5","165","0x00A5","12","1","capture_0009","17","15","FFDCA166FFDCA166"
"408","0x3856","6230","0x1856","7","0","capture_0009","5","16","FF876336FF876336"
"409","0xB856","6230","0x1856","7","1","capture_0009","14","16","FF876336FF876336"
"410","0xF82A","6186","0x182A","15","1","capture_0009","15","16","FF876336FF876336"
"411","0xE0AE","174","0x00AE","12","1","capture_0009","16","16","FF876336FF876336"
"412","0xE0A6","166","0x00A6","12","1","capture_0009","17","16","FF876336FF876336"
"413","0x3857","6231","0x1857","7","0","capture_0009","5","17","FF313F43FF313F43"
"414","0x385E","6238","0x185E","7","0","capture_0009","6","17","FF313F43FF313F43"
"415","0xB857","6231","0x1857","7","1","capture_0009","14","17","FF313F43FF313F43"
"416","0xE0AF","175","0x00AF","12","1","capture_0009","16","17","FF654A28FF654A28"
"417","0xE0A7","167","0x00A7","12","1","capture_0009","17","17","FF654A28FF654A28"
"418","0x3858","6232","0x1858","7","0","capture_0009","5","18","FF313F43FF798498"
"419","0x385F","6239","0x185F","7","0","capture_0009","6","18","FF798498FF798498"
"420","0x3864","6244","0x1864","7","0","capture_0009","7","18","FF3F4887FF3F4887"
"421","0x3868","6248","0x1868","7","0","capture_0009","8","18","FF3F4887FF3F4887"
"422","0x386D","6253","0x186D","7","0","capture_0009","9","18","FF3F4887FF3F4887"
"423","0xB868","6248","0x1868","7","1","capture_0009","11","18","FF3F4887FF3F4887"
"424","0xB85F","6239","0x185F","7","1","capture_0009","13","18","FF3F4887FF3F4887"
"425","0xB858","6232","0x1858","7","1","capture_0009","14","18","FF798498FF798498"
"426","0xE0B0","176","0x00B0","12","1","capture_0009","16","18","FF434954FF434954"
"427","0xE0A8","168","0x00A8","12","1","capture_0009","17","18","FF322828FF322828"
"428","0x3859","6233","0x1859","7","0","capture_0009","5","19","FF313F43FF798498"
"429","0x3860","6240","0x1860","7","0","capture_0009","6","19","FF798498FF798498"
"430","0x3865","6245","0x1865","7","0","capture_0009","7","19","FF3F4887FF3F4887"
"431","0x3869","6249","0x1869","7","0","capture_0009","8","19","FF3F4887FF3F4887"
"432","0xB869","6249","0x1869","7","1","capture_0009","11","19","FF798498FF798498"
"433","0xB860","6240","0x1860","7","1","capture_0009","13","19","FF3F4887FF3F4887"
"434","0xB859","6233","0x1859","7","1","capture_0009","14","19","FF798498FF798498"
"435","0xE0B1","177","0x00B1","12","1","capture_0009","16","19","FF1F2443FF1F2443"
"436","0xE0A9","169","0x00A9","12","1","capture_0009","17","19","FF434954FF434954"
"437","0xE0B2","178","0x00B2","12","1","capture_0009","16","20","FF434954FF434954"
"438","0xE0AA","170","0x00AA","12","1","capture_0009","17","20","FF434954FF434954"
"439","0x385B","6235","0x185B","7","0","capture_0009","5","21","FF313F43FF798498"
"440","0x3861","6241","0x1861","7","0","capture_0009","6","21","FF798498FF798498"
"441","0xB861","6241","0x1861","7","1","capture_0009","13","21","FF798498FF798498"
"442","0xB85B","6235","0x185B","7","1","capture_0009","14","21","FF798498FF798498"
"443","0xF82C","6188","0x182C","15","1","capture_0009","15","21","FF876336FF876336"
"444","0xE0B3","179","0x00B3","12","1","capture_0009","16","21","FF000000FF000000"
"445","0xE0AB","171","0x00AB","12","1","capture_0009","17","21","FF434954FF434954"
"446","0x3862","6242","0x1862","7","0","capture_0009","6","22","FF798498FF798498"
"447","0x386C","6252","0x186C","7","0","capture_0009","8","22","FF3F4887FF3F4887"
"448","0x3871","6257","0x1871","7","0","capture_0009","9","22","FF798498FF798498"
"449","0xB86C","6252","0x186C","7","1","capture_0009","11","22","FF798498FF798498"
"450","0xB862","6242","0x1862","7","1","capture_0009","13","22","FF3F4887FF3F4887"
"451","0xE0AC","172","0x00AC","12","1","capture_0009","17","22","FFDCA166FFDCA166"
"452","0x385D","6237","0x185D","7","0","capture_0009","5","23","FF313F43FF798498"
"453","0x3863","6243","0x1863","7","0","capture_0009","6","23","FF798498FF798498"
"454","0xB85D","6237","0x185D","7","1","capture_0009","14","23","FF798498FF798498"
"455","0xE0AD","173","0x00AD","12","1","capture_0009","17","26","FFA97C4FFFFEBA76"
"456","0xCBA8","2984","0x0BA8","9","1","capture_0016","17","15","FFDCA166FFDCA166"
"457","0xCBA1","2977","0x0BA1","9","1","capture_0016","18","15","FFDCA166FFDCA166"
"458","0xCB9B","2971","0x0B9B","9","1","capture_0016","19","15","FFDCA166FFDCA166"
"459","0x2206","518","0x0206","4","0","capture_0016","4","16","FFA97C4FFFA97C4F"
"460","0x220E","526","0x020E","4","0","capture_0016","5","16","FFA97C4FFFA97C4F"
"461","0xA206","518","0x0206","4","1","capture_0016","15","16","FFA97C4FFFA97C4F"
"462","0xDB6B","7019","0x1B6B","11","1","capture_0016","16","16","FFA97C4FFFA97C4F"
"463","0xCBA9","2985","0x0BA9","9","1","capture_0016","17","16","FFA97C4FFFA97C4F"
"464","0x4BCE","3022","0x0BCE","9","0","capture_0016","19","16","FFA97C4FFFA97C4F"
"465","0x2207","519","0x0207","4","0","capture_0016","4","17","FF4A5E65FF95A1BA"
"466","0x220F","527","0x020F","4","0","capture_0016","5","17","FF95A1BAFF95A1BA"
"467","0x2216","534","0x0216","4","0","capture_0016","6","17","FF95A1BAFF95A1BA"
"468","0x221A","538","0x021A","4","0","capture_0016","7","17","FF95A1BAFF95A1BA"
"469","0xA216","534","0x0216","4","1","capture_0016","13","17","FF95A1BAFF95A1BA"
"470","0xA207","519","0x0207","4","1","capture_0016","15","17","FF95A1BAFF95A1BA"
"471","0xDC56","7254","0x1C56","11","1","capture_0016","16","17","FF876336FF876336"
"472","0xCBAA","2986","0x0BAA","9","1","capture_0016","17","17","FF876336FF876336"
"473","0x4BA2","2978","0x0BA2","9","0","capture_0016","18","17","FF876336FF876336"
"474","0xCB9C","2972","0x0B9C","9","1","capture_0016","19","17","FF876336FF876336"
"475","0x2210","528","0x0210","4","0","capture_0016","5","18","FF95A1BAFF95A1BA"
"476","0x2220","544","0x0220","4","0","capture_0016","8","18","FF4F5AA9FF4F5AA9"
"477","0x2226","550","0x0226","4","0","capture_0016","9","18","FF4F5AA9FF4F5AA9"
"478","0xA220","544","0x0220","4","1","capture_0016","11","18","FF4F5AA9FF4F5AA9"
"479","0xA210","528","0x0210","4","1","capture_0016","14","18","FF95A1BAFF95A1BA"
"480","0xDC57","7255","0x1C57","11","1","capture_0016","16","18","FF43311BFF43311B"
"481","0xCBAB","2987","0x0BAB","9","1","capture_0016","17","18","FF544343FF5E6676"
"482","0xCBA3","2979","0x0BA3","9","1","capture_0016","18","18","FF5E6676FF5E6676"
"483","0xCB9D","2973","0x0B9D","9","1","capture_0016","19","18","FF5E6676FF5E6676"
"484","0xA209","521","0x0209","4","1","capture_0016","4","19","FF4A5E65FF95A1BA"
"485","0x2211","529","0x0211","4","0","capture_0016","5","19","FF95A1BAFF95A1BA"
"486","0xA21C","540","0x021C","4","1","capture_0016","7","19","FF4F5AA9FF4F5AA9"
"487","0x2221","545","0x0221","4","0","capture_0016","8","19","FF4F5AA9FF4F5AA9"
"488","0xA221","545","0x0221","4","1","capture_0016","11","19","FF95A1BAFF95A1BA"
"489","0x221C","540","0x021C","4","0","capture_0016","12","19","FF4F5AA9FF4F5AA9"
"490","0xA211","529","0x0211","4","1","capture_0016","14","19","FF4F5AA9FF4F5AA9"
"491","0x2209","521","0x0209","4","0","capture_0016","15","19","FF95A1BAFF95A1BA"
"492","0xDC58","7256","0x1C58","11","1","capture_0016","16","19","FF000000FF000000"
"493","0xCBAC","2988","0x0BAC","9","1","capture_0016","17","19","FF2F3665FF2F3665"
"494","0xCBA4","2980","0x0BA4","9","1","capture_0016","18","19","FF5E6676FF5E6676"
"495","0x4989","2441","0x0989","9","0","capture_0016","19","19","FF2F3665FF2F3665"
"496","0x220A","522","0x020A","4","0","capture_0016","4","20","FF4A5E65FF4F5AA9"
"497","0x2212","530","0x0212","4","0","capture_0016","5","20","FF4F5AA9FF4F5AA9"
"498","0x221D","541","0x021D","4","0","capture_0016","7","20","FF4F5AA9FF4F5AA9"
"499","0xA21D","541","0x021D","4","1","capture_0016","12","20","FF95A1BAFF95A1BA"
"500","0xA20A","522","0x020A","4","1","capture_0016","15","20","FF4F5AA9FF4F5AA9"
"501","0xDC59","7257","0x1C59","11","1","capture_0016","16","20","FF000000FF000000"
"502","0xCBAD","2989","0x0BAD","9","1","capture_0016","17","20","FF2F3665FF2F3665"
"503","0xCBA5","2981","0x0BA5","9","1","capture_0016","18","20","FF5E6676FF5E6676"
"504","0xCB9E","2974","0x0B9E","9","1","capture_0016","19","20","FF5E6676FF5E6676"
"505","0x221E","542","0x021E","4","0","capture_0016","7","21","FF95A1BAFF95A1BA"
"506","0x2223","547","0x0223","4","0","capture_0016","8","21","FF95A1BAFF95A1BA"
"507","0xA223","547","0x0223","4","1","capture_0016","11","21","FF95A1BAFF95A1BA"
"508","0xA21E","542","0x021E","4","1","capture_0016","12","21","FF95A1BAFF95A1BA"
"509","0xDC5A","7258","0x1C5A","11","1","capture_0016","16","21","FF654A28FF654A28"
"510","0xCBAE","2990","0x0BAE","9","1","capture_0016","17","21","FF544343FF5E6676"
"511","0xCBA6","2982","0x0BA6","9","1","capture_0016","18","21","FF5E6676FF2F3665"
"512","0xCB9F","2975","0x0B9F","9","1","capture_0016","19","21","FF2F3665FF2F3665"
"513","0x220B","523","0x020B","4","0","capture_0016","4","22","FF4A5E65FF4F5AA9"
"514","0x2213","531","0x0213","4","0","capture_0016","5","22","FF4F5AA9FF4F5AA9"
"515","0x2224","548","0x0224","4","0","capture_0016","8","22","FF4F5AA9FF4F5AA9"
"516","0xA224","548","0x0224","4","1","capture_0016","11","22","FF95A1BAFF95A1BA"
"517","0xA213","531","0x0213","4","1","capture_0016","14","22","FF4F5AA9FF4F5AA9"
"518","0xA20B","523","0x020B","4","1","capture_0016","15","22","FF4F5AA9FF4F5AA9"
"519","0xCBAF","2991","0x0BAF","9","1","capture_0016","17","22","FFDCA166FFDCA166"
"520","0xCBA7","2983","0x0BA7","9","1","capture_0016","18","22","FFA97C4FFFA97C4F"
"521","0xCBA0","2976","0x0BA0","9","1","capture_0016","19","22","FF181F21FF181F21"
"522","0x2219","537","0x0219","4","0","capture_0016","6","23","FF4F5AA9FF4F5AA9"
"523","0x221F","543","0x021F","4","0","capture_0016","7","23","FF4F5AA9FF4F5AA9"
"524","0xA219","537","0x0219","4","1","capture_0016","13","23","FF4F5AA9FF4F5AA9"
"525","0x220D","525","0x020D","4","0","capture_0016","4","24","FF4A5E65FF95A1BA"
"526","0x2215","533","0x0215","4","0","capture_0016","5","24","FF95A1BAFF95A1BA"
"527","0xA20D","525","0x020D","4","1","capture_0016","15","24","FF95A1BAFF95A1BA"
"528","0x1BF1","7153","0x1BF1","3","0","capture_0017","0","15","FFDCA166FFDCA166"
"529","0x1C08","7176","0x1C08","3","0","capture_0017","2","15","FFDCA166FFDCA166"
"530","0x1BF2","7154","0x1BF2","3","0","capture_0017","0","16","FFA98787FFA98787"
"531","0x1BFE","7166","0x1BFE","3","0","capture_0017","1","16","FFA2B0CBFFA2B0CB"
"532","0x1C09","7177","0x1C09","3","0","capture_0017","2","16","FFA2B0CBFF566E76"
"533","0x223E","574","0x023E","4","0","capture_0017","3","16","FFA97C4FFFA97C4F"
"534","0x2244","580","0x0244","4","0","capture_0017","4","16","FFA97C4FFFA97C4F"
"535","0xA23E","574","0x023E","4","1","capture_0017","16","16","FFA97C4FFFA97C4F"
"536","0xE27B","635","0x027B","12","1","capture_0017","17","16","FFA97C4FFFA97C4F"
"537","0x4BEC","3052","0x0BEC","9","0","capture_0017","18","16","FFA97C4FFFA97C4F"
"538","0x1BF3","7155","0x1BF3","3","0","capture_0017","0","17","FF5663BAFF5663BA"
"539","0x1BFF","7167","0x1BFF","3","0","capture_0017","1","17","FFA2B0CBFFA2B0CB"
"540","0x1C0A","7178","0x1C0A","3","0","capture_0017","2","17","FFA2B0CBFFA2B0CB"
"541","0x223F","575","0x023F","4","0","capture_0017","3","17","FF4A5E65FF987979"
"542","0x2245","581","0x0245","4","0","capture_0017","4","17","FF987979FF987979"
"543","0x224C","588","0x024C","4","0","capture_0017","5","17","FF987979FF987979"
"544","0x2250","592","0x0250","4","0","capture_0017","6","17","FF987979FF987979"
"545","0xA24C","588","0x024C","4","1","capture_0017","14","17","FF987979FF987979"
"546","0xA23F","575","0x023F","4","1","capture_0017","16","17","FF987979FF987979"
"547","0xE27C","636","0x027C","12","1","capture_0017","17","17","FF876336FF876336"
"548","0x4BFC","3068","0x0BFC","9","0","capture_0017","18","17","FF876336FF876336"
"549","0xCBF6","3062","0x0BF6","9","1","capture_0017","19","17","FF876336FF876336"
"550","0x1BF4","7156","0x1BF4","3","0","capture_0017","0","18","FF5663BAFF5663BA"
"551","0x1C00","7168","0x1C00","3","0","capture_0017","1","18","FF5663BAFF5663BA"
"552","0x2246","582","0x0246","4","0","capture_0017","4","18","FF95A1BAFF95A1BA"
"553","0x224D","589","0x024D","4","0","capture_0017","5","18","FF95A1BAFF4F5AA9"
"554","0xA24D","589","0x024D","4","1","capture_0017","14","18","FF4F5AA9FF4F5AA9"
"555","0xA246","582","0x0246","4","1","capture_0017","15","18","FF95A1BAFF95A1BA"
"556","0xE27D","637","0x027D","12","1","capture_0017","17","18","FF322828FF322828"
"557","0xCBFD","3069","0x0BFD","9","1","capture_0017","18","18","FF5E6676FF5E6676"
"558","0xCBF7","3063","0x0BF7","9","1","capture_0017","19","18","FF5E6676FF5E6676"
"559","0x1BF5","7157","0x1BF5","3","0","capture_0017","0","19","FF5663BAFFA2B0CB"
"560","0x1C01","7169","0x1C01","3","0","capture_0017","1","19","FFA2B0CBFFA2B0CB"
"561","0x1C0C","7180","0x1C0C","3","0","capture_0017","2","19","FF5663BAFF5663BA"
"562","0x2247","583","0x0247","4","0","capture_0017","4","19","FF95A1BAFF95A1BA"
"563","0x2257","599","0x0257","4","0","capture_0017","7","19","FF4F5AA9FF4F5AA9"
"564","0xA257","599","0x0257","4","1","capture_0017","12","19","FF4F5AA9FF4F5AA9"
"565","0xA247","583","0x0247","4","1","capture_0017","15","19","FF4F5AA9FF4F5AA9"
"566","0xE27E","638","0x027E","12","1","capture_0017","17","19","FF434954FF434954"
"567","0xCBFE","3070","0x0BFE","9","1","capture_0017","18","19","FF2F3665FF2F3665"
"568","0xCBF8","3064","0x0BF8","9","1","capture_0017","19","19","FF2F3665FF5E6676"
"569","0x1BF6","7158","0x1BF6","3","0","capture_0017","0","20","FF5663BAFFA2B0CB"
"570","0x1C02","7170","0x1C02","3","0","capture_0017","1","20","FFA2B0CBFFA2B0CB"
"571","0x1C0D","7181","0x1C0D","3","0","capture_0017","2","20","FF5663BAFF5663BA"
"572","0x2248","584","0x0248","4","0","capture_0017","4","20","FF4F5AA9FF4F5AA9"
"573","0x2258","600","0x0258","4","0","capture_0017","7","20","FF4F5AA9FF4F5AA9"
"574","0xA258","600","0x0258","4","1","capture_0017","12","20","FF95A1BAFF95A1BA"
"575","0xE27F","639","0x027F","12","1","capture_0017","17","20","FF434954FF434954"
"576","0xCBFF","3071","0x0BFF","9","1","capture_0017","18","20","FF2F3665FF2F3665"
"577","0x4C32","3122","0x0C32","9","0","capture_0017","19","20","FF5E6676FF5E6676"
"578","0xE280","640","0x0280","12","1","capture_0017","17","21","FF322828FF434954"
"579","0xCC00","3072","0x0C00","9","1","capture_0017","18","21","FF5E6676FF5E6676"
"580","0xCBFA","3066","0x0BFA","9","1","capture_0017","19","21","FF2F3665FF2F3665"
"581","0x1C03","7171","0x1C03","3","0","capture_0017","1","22","FFA2B0CBFFA2B0CB"
"582","0x1C0E","7182","0x1C0E","3","0","capture_0017","2","22","FFA2B0CBFFA2B0CB"
"583","0xA241","577","0x0241","4","1","capture_0017","3","22","FF4A5E65FF4F5AA9"
"584","0x2249","585","0x0249","4","0","capture_0017","4","22","FF4F5AA9FF4F5AA9"
"585","0x225A","602","0x025A","4","0","capture_0017","7","22","FF4F5AA9FF4F5AA9"
"586","0xA25A","602","0x025A","4","1","capture_0017","12","22","FF95A1BAFF95A1BA"
"587","0xA249","585","0x0249","4","1","capture_0017","15","22","FF4F5AA9FF4F5AA9"
"588","0x2241","577","0x0241","4","0","capture_0017","16","22","FF4F5AA9FF4F5AA9"
"589","0xCC01","3073","0x0C01","9","1","capture_0017","18","22","FFA97C4FFFA97C4F"
"590","0xCBFB","3067","0x0BFB","9","1","capture_0017","19","22","FF181F21FF181F21"
"591","0x1C04","7172","0x1C04","3","0","capture_0017","1","23","FFA2B0CBFFA2B0CB"
"592","0x1C0F","7183","0x1C0F","3","0","capture_0017","2","23","FF5663BAFF5663BA"
"593","0x224A","586","0x024A","4","0","capture_0017","4","23","FF95A1BAFF95A1BA"
"594","0x2260","608","0x0260","4","0","capture_0017","8","23","FF95A1BAFF95A1BA"
"595","0xA24A","586","0x024A","4","1","capture_0017","15","23","FF4F5AA9FF4F5AA9"
"596","0x6277","631","0x0277","12","0","capture_0017","17","23","FFA97C4FFFA97C4F"
"597","0x1BFA","7162","0x1BFA","3","0","capture_0017","0","24","FFA2B0CBFFA2B0CB"
"598","0x1C10","7184","0x1C10","3","0","capture_0017","2","24","FF5663BAFF5663BA"
"599","0x224F","591","0x024F","4","0","capture_0017","5","24","FF4F5AA9FF4F5AA9"
"600","0xA24F","591","0x024F","4","1","capture_0017","14","24","FF4F5AA9FF4F5AA9"
"601","0x626C","620","0x026C","12","0","capture_0017","17","24","FFFEBA76FFFEBA76"
"602","0x1BFB","7163","0x1BFB","3","0","capture_0017","0","25","FF5663BAFFA2B0CB"
"603","0x1C06","7174","0x1C06","3","0","capture_0017","1","25","FFA2B0CBFFA2B0CB"
"604","0x1C11","7185","0x1C11","3","0","capture_0017","2","25","FF5663BAFF5663BA"
"605","0x2243","579","0x0243","4","0","capture_0017","3","25","FF4A5E65FF987979"
"606","0x224B","587","0x024B","4","0","capture_0017","4","25","FF987979FF987979"
"607","0xA243","579","0x0243","4","1","capture_0017","16","25","FF987979FF987979"
"608","0x626D","621","0x026D","12","0","capture_0017","17","25","FFFEBA76FFFEBA76"
"609","0x1BFC","7164","0x1BFC","3","0","capture_0017","0","26","FF5663BAFF5663BA"
"610","0x1C07","7175","0x1C07","3","0","capture_0017","1","26","FF5663BAFF5663BA"
"611","0x1BFD","7165","0x1BFD","3","0","capture_0017","0","27","FF5663BAFFA2B0CB"
"612","0xE09F","159","0x009F","12","1","capture_0018","18","17","FF654A28FF654A28"
"613","0xC987","2439","0x0987","9","1","capture_0018","19","17","FF654A28FF654A28"
"614","0xE0A0","160","0x00A0","12","1","capture_0018","18","18","FF434954FF434954"
"615","0xC988","2440","0x0988","9","1","capture_0018","19","18","FF5E6676FF5E6676"
"616","0xE0A1","161","0x00A1","12","1","capture_0018","18","19","FF1F2443FF1F2443"
"617","0xE0A2","162","0x00A2","12","1","capture_0018","18","20","FF1F2443FF1F2443"
